0.06591,0.19539,-0.12948
0.13957,0.21342,-0.073845
0.19383,0.18085,0.012979
0.10104,0.19939,-0.098342
0.12659,0.36485,-0.23827
0.068282,0.18784,-0.11956
0.1877,0.32423,-0.13653
0.029721,0.1386,-0.10888
0.18027,0.33264,-0.15237
0.15571,0.33045,-0.17474
0.028478,0.14328,-0.1148
0.24993,0.54315,-0.29323
0.092266,0.12226,-0.029996
0.16928,0.31036,-0.14108
-0.0042756,0.16484,-0.16911
0.15416,0.33651,-0.18235
0.13684,0.26391,-0.12707
0.092812,0.16174,-0.068925
0.073974,0.25641,-0.18244
0.12766,0.15062,-0.022962
0.1272,0.2526,-0.12539
0.071635,0.15467,-0.083035
0.16128,0.2141,-0.052817
0.12351,0.15927,-0.035764
0.14162,0.36632,-0.22471
0.041794,0.11916,-0.077368
0.05091,0.038035,0.012875
0.11744,0.11066,0.0067813
0.14803,0.33192,-0.18389
0.044,0.062143,-0.018142
0.077398,0.12986,-0.052458
0.18603,0.28559,-0.099566
0.0036731,0.086757,-0.083083
0.11967,0.12431,-0.0046435
0.15916,0.15064,0.0085286
0.2379,0.29488,-0.056979
0.13655,0.24127,-0.10473
0.046542,0.14665,-0.1001
0.21212,0.29706,-0.084946
0.087649,0.24698,-0.15933
0.0077951,0.15215,-0.14436
0.099927,0.11429,-0.014358
0.16035,0.32093,-0.16058
0.13717,0.31938,-0.18221
0.0905,0.35729,-0.26679
0.073183,0.22119,-0.14801
0.12196,0.075374,0.04659
0.078363,0.077607,0.00075504
0.11655,0.25138,-0.13483
0.10975,0.19358,-0.083823
0.097365,0.23752,-0.14015
0.29972,0.43798,-0.13826
0.097147,0.26521,-0.16806
0.06225,0.24028,-0.17803
0.0297,0.12851,-0.098807
0.15638,0.22024,-0.063868
0.12443,0.19874,-0.074305
0.098818,0.19685,-0.098035
0.1153,0.1883,-0.073008
0.18603,0.18421,0.0018206
0.17812,0.34814,-0.17002
0.088595,0.23025,-0.14166
0.20037,0.42121,-0.22084
0.16032,0.20876,-0.048436
0.10416,0.16052,-0.056359
0.16133,0.20441,-0.043084
0.27932,0.27946,-0.00014584
0.070295,0.23606,-0.16576
0.11311,0.3255,-0.21239
-0.032104,0.16092,-0.19302
0.0081977,0.046886,-0.038688
0.086414,0.16715,-0.080739
0.095392,0.11151,-0.016114
0.21163,0.21488,-0.003247
0.027005,0.15353,-0.12653
0.11957,0.29635,-0.17678
0.11132,0.18663,-0.075307
0.09091,0.21472,-0.1238
0.10385,0.15676,-0.05291
0.12652,0.37529,-0.24877
0.084688,0.12591,-0.041219
0.02965,0.078403,-0.048754
0.15758,0.18882,-0.031243
0.1078,0.28874,-0.18094
0.14565,0.3296,-0.18395
0.18453,0.22531,-0.040778
0.071127,0.13502,-0.063889
0.12754,0.22231,-0.094767
-0.036621,0.040217,-0.076838
0.15545,0.28317,-0.12772
0.12175,0.19717,-0.075415
0.016851,0.038734,-0.021883
0.0026657,0.059033,-0.056367
0.13762,0.13911,-0.0014836
0.14249,0.21316,-0.070673
0.092439,0.18883,-0.096391
0.15437,0.12694,0.027431
0.086296,0.15792,-0.071624
0.10886,0.26323,-0.15436
0.10911,0.34656,-0.23745
