-0.072793,0.20488
-0.019644,0.017698
0.21656,0.25285
0.047245,0.024474
0.092161,0.046732
-0.065216,-0.019013
0.079138,0.31817
0.24174,0.20735
0.1418,0.18785
-0.06843,0.18326
0.10733,0.064546
0.086185,0.039511
-0.052593,0.087645
0.18644,0.22657
0.18804,-0.0059972
0.074458,0.019719
0.17168,0.32671
0.08666,0.040055
0.021157,0.13171
0.081006,0.027353
0.36748,0.0086265
0.26315,0.093638
0.070077,0.32308
0.19896,0.19214
0.024765,0.020236
-0.0034645,0.096122
0.24992,0.16184
0.17491,0.26185
0.13746,0.059103
-0.13403,-0.050241
0.018946,0.16594
0.077111,-0.01051
0.032875,0.12287
0.14541,0.0091238
-0.012464,0.072633
0.011575,0.12551
0.31589,0.14453
0.11373,0.15513
0.1278,0.016463
0.042067,0.099171
-0.086706,-0.04286
0.1187,0.021657
0.20269,0.24201
0.033019,0.22379
0.064539,-0.03004
-0.039769,0.12299
0.13804,0.13436
0.19139,0.079384
0.22026,0.32451
-0.03338,-0.093041
-0.0054772,0.26922
0.18144,0.20053
0.0056316,0.12535
0.14272,0.08931
0.13854,0.065208
0.11326,-0.038887
0.14503,-0.011088
0.067891,-0.0090609
-0.049987,0.016638
0.0081031,0.14671
-0.05547,0.012889
-0.0065226,-0.02866
0.10943,0.47503
-0.096557,0.22829
-0.13413,-0.025103
0.31874,0.42215
0.091088,0.092507
0.10712,0.092147
0.23467,-0.024428
-0.014071,0.1377
0.033589,0.049988
0.036185,0.44619
0.24293,0.13818
0.025187,0.21642
0.07366,0.17629
0.053948,0.10985
0.13062,0.27059
0.14272,-0.087525
0.33897,0.15976
-0.03153,0.23949
0.04651,0.049418
0.0071705,0.20717
0.028983,0.009343
0.20841,0.0226
0.012457,0.141
0.19469,0.18886
0.068725,0.21318
0.021379,0.22511
0.009545,0.15522
0.33698,0.27816
-0.038073,0.16246
0.11356,0.17547
0.14142,0.021849
0.16477,0.072513
-0.026612,0.15047
0.054722,0.1241
-0.185,-0.069983
-0.022651,0.17056
0.010973,0.2804
0.054202,0.22055
