-0.0039988,0.012286
-0.00071691,0.011097
0.003358,0.015934
0.0019872,0.013678
0.0016092,0.012734
0.00094376,0.013564
0.00059088,0.014095
0.0089198,0.0224
0.0041323,0.018477
0.0052812,0.021608
0.0024214,0.017058
0.002695,0.015201
0.0045113,0.014482
0.0050707,0.019547
0.0030056,0.017659
0.0065867,0.020127
1.9373e-05,0.011367
0.0012824,0.015254
0.0050228,0.017294
-0.0017702,0.011784
0.008482,0.01956
0.0071748,0.024678
-0.0001687,0.017534
0.0014938,0.016913
-0.0025359,0.013179
-0.0016013,0.014026
-0.00088066,0.017088
0.0016696,0.015061
-0.0036132,0.011469
0.0003028,0.016223
-0.004594,0.012143
-0.00025409,0.015328
-0.00068202,0.012742
0.005181,0.018527
0.0020421,0.016684
-0.00042474,0.015075
0.0061073,0.017928
0.0037234,0.020609
0.00020203,0.013924
-0.00061262,0.014659
0.010827,0.026833
0.0022548,0.013995
0.0012287,0.015636
0.00038035,0.011921
-0.0054033,0.0059311
-0.0035236,0.011969
0.0061258,0.020645
0.0023671,0.016842
0.0042677,0.017665
-0.00016318,0.014959
0.0032762,0.019711
0.0041936,0.022801
0.0096296,0.027931
0.0053223,0.019117
-0.0022517,0.010834
-0.00020637,0.014995
0.0015332,0.015647
0.0037413,0.018471
0.0043792,0.019251
-0.002691,0.012222
0.0023453,0.015827
0.0030927,0.01992
0.0034328,0.014995
0.0029098,0.017068
-0.0032502,0.011365
-0.0044494,0.011614
0.0016297,0.013131
-0.0028291,0.01215
0.00023738,0.012507
-0.0029993,0.0084848
0.0051038,0.018764
-0.00073127,0.013436
-0.0044807,0.0082535
-0.00025132,0.016461
-0.0029115,0.014986
0.0018887,0.015692
0.0013146,0.017063
-0.00066545,0.015634
0.0063166,0.024895
-0.0050849,0.0052378
0.0032293,0.015492
-0.0021556,0.010399
0.0072839,0.02198
-0.0028301,0.011717
0.0042437,0.017727
0.0016285,0.018868
-0.00066262,0.013628
-0.0021791,0.013658
-0.0053425,0.011748
0.0015708,0.014593
0.0048221,0.017313
0.0033709,0.016337
0.0027525,0.015242
-0.0013246,0.012718
-0.00019676,0.013663
-0.0035862,0.011544
-0.0058813,0.008029
0.0046432,0.017642
-0.0045644,0.010978
0.00078525,0.011225
