0.016716,0.044483,0.046943,0.043955,0.034999,0.035588,0.033307,0.035242,0.031867
0.018605,0.040193,0.041539,0.037713,0.034449,0.034389,0.03117,0.029874,0.032165
0.012811,0.043825,0.045109,0.042196,0.026373,0.035107,0.033139,0.034189,0.026901
0.018138,0.04665,0.047839,0.045505,0.034551,0.030373,0.03161,0.030591,0.035095
0.017346,0.045551,0.044327,0.041865,0.035871,0.03974,0.03161,0.034398,0.034552
0.017376,0.043777,0.046718,0.041128,0.029352,0.030757,0.03086,0.030106,0.030998
0.017906,0.042935,0.044984,0.048328,0.036194,0.038657,0.034637,0.031017,0.035222
0.010651,0.042255,0.043703,0.043496,0.031114,0.031473,0.032792,0.030575,0.029821
0.015308,0.040735,0.043234,0.041379,0.031376,0.031533,0.029964,0.031571,0.032587
0.016762,0.041004,0.041837,0.044239,0.035416,0.034345,0.030174,0.036271,0.035384
0.018411,0.03981,0.042022,0.045217,0.033517,0.036297,0.035318,0.033054,0.029148
0.01817,0.043182,0.044139,0.039849,0.033183,0.031982,0.031396,0.030548,0.034444
0.01786,0.04154,0.043479,0.047201,0.03414,0.032291,0.035239,0.03411,0.033445
0.016893,0.042012,0.043432,0.041319,0.034075,0.031459,0.037183,0.039936,0.038199
0.018291,0.043418,0.047165,0.047809,0.036971,0.03959,0.036657,0.035031,0.036155
0.018074,0.043831,0.044354,0.0496,0.034012,0.036248,0.036229,0.036352,0.034163
0.016437,0.042938,0.045069,0.040157,0.037053,0.034651,0.032595,0.038186,0.034847
0.018114,0.041886,0.04122,0.042701,0.035923,0.033245,0.029451,0.035533,0.037377
0.016386,0.042047,0.048903,0.048865,0.038417,0.039728,0.033675,0.038943,0.033794
0.018926,0.040524,0.04174,0.041194,0.033393,0.032623,0.028359,0.029177,0.031846
0.017056,0.042985,0.041187,0.042952,0.030461,0.030802,0.030031,0.032337,0.034935
0.017034,0.04176,0.044753,0.045316,0.037779,0.038963,0.036941,0.034391,0.03521
0.014011,0.043767,0.048937,0.041779,0.033708,0.034928,0.033426,0.032984,0.028584
0.013776,0.039954,0.042678,0.04125,0.032067,0.030189,0.027845,0.028081,0.026073
0.014665,0.044138,0.045774,0.044831,0.036501,0.032475,0.028207,0.032846,0.03172
0.017283,0.0428,0.046922,0.04594,0.030171,0.035342,0.035715,0.031482,0.034749
0.01936,0.04657,0.044361,0.045802,0.036764,0.0401,0.037694,0.03726,0.038012
0.019982,0.046114,0.047578,0.052137,0.034682,0.034678,0.039703,0.036649,0.031359
0.018749,0.039337,0.040533,0.040554,0.037738,0.033705,0.037238,0.036166,0.034514
0.014127,0.042596,0.042609,0.040679,0.031333,0.035073,0.030984,0.032242,0.034675
0.017262,0.040619,0.039517,0.042966,0.0336,0.033393,0.035267,0.034612,0.034807
0.016546,0.04615,0.041597,0.040967,0.029696,0.034124,0.030607,0.030344,0.036283
0.015937,0.038552,0.041264,0.040104,0.031023,0.032649,0.031224,0.028236,0.031095
0.012888,0.042346,0.040151,0.042157,0.028211,0.032247,0.030564,0.031937,0.031587
0.016663,0.0443,0.044384,0.046431,0.033414,0.035918,0.031634,0.034001,0.034589
0.020971,0.04341,0.04699,0.048229,0.035359,0.036307,0.033975,0.032846,0.034929
0.011605,0.041066,0.042744,0.042346,0.032682,0.030971,0.029046,0.032148,0.033165
0.015545,0.041417,0.04253,0.040785,0.036214,0.034193,0.035635,0.033225,0.031078
0.019621,0.047105,0.049598,0.048152,0.038002,0.035763,0.039631,0.035018,0.034453
0.016869,0.043425,0.045553,0.049543,0.033268,0.033993,0.031054,0.030226,0.03258
0.0082307,0.040833,0.040481,0.041481,0.033018,0.025487,0.030459,0.029564,0.029127
0.017508,0.041076,0.044913,0.044659,0.037772,0.032928,0.032703,0.031668,0.032942
0.017877,0.042373,0.044899,0.044186,0.037556,0.034103,0.029032,0.0404,0.035821
0.01936,0.041334,0.044399,0.040522,0.032702,0.032599,0.029972,0.032927,0.029089
0.013336,0.040342,0.044857,0.041032,0.031306,0.031254,0.032186,0.030852,0.034723
0.019572,0.043788,0.043561,0.043021,0.031066,0.03584,0.03569,0.03579,0.038414
0.013373,0.043348,0.043263,0.046353,0.032113,0.034773,0.033454,0.031559,0.032877
0.018825,0.042238,0.049602,0.044444,0.036568,0.034185,0.031554,0.035949,0.036064
0.016126,0.042153,0.04382,0.044774,0.034287,0.029956,0.032051,0.033693,0.03207
0.020712,0.04293,0.048081,0.040591,0.035063,0.036533,0.034768,0.036837,0.038258
0.019786,0.045016,0.047186,0.04658,0.040085,0.038216,0.039625,0.040841,0.035406
0.014351,0.044084,0.046136,0.047628,0.031126,0.032774,0.033955,0.029457,0.035508
0.015849,0.042655,0.044015,0.039108,0.036062,0.034695,0.029801,0.02983,0.03391
0.0085116,0.040561,0.04146,0.043391,0.029989,0.030228,0.033178,0.031101,0.032401
0.020432,0.041774,0.048464,0.043874,0.035222,0.037238,0.037491,0.036098,0.039839
0.020532,0.042743,0.043178,0.040353,0.03635,0.041437,0.035207,0.035266,0.03568
0.01872,0.041462,0.042454,0.041521,0.030053,0.033744,0.032202,0.033826,0.029455
0.01445,0.043359,0.043729,0.044831,0.035411,0.035617,0.032297,0.030765,0.033498
0.014231,0.042472,0.04787,0.043387,0.038922,0.038216,0.035141,0.034481,0.035559
0.023022,0.044071,0.047412,0.043219,0.038286,0.032887,0.035385,0.034438,0.038703
0.016013,0.043414,0.042706,0.041471,0.034041,0.035247,0.033479,0.032876,0.031513
0.014715,0.040762,0.045657,0.040729,0.035507,0.029866,0.032057,0.032931,0.033853
0.012135,0.041834,0.040701,0.042656,0.033628,0.031418,0.032239,0.032521,0.03106
0.015819,0.038283,0.043819,0.040758,0.033162,0.03686,0.035709,0.031511,0.032929
0.016613,0.041514,0.041738,0.043914,0.032457,0.031719,0.033241,0.031855,0.033255
0.017598,0.040616,0.040962,0.044708,0.031913,0.03051,0.028946,0.037286,0.031974
0.018204,0.040502,0.041477,0.039418,0.029404,0.036652,0.034678,0.033717,0.035368
0.015779,0.041057,0.044697,0.043577,0.03435,0.035525,0.032236,0.027869,0.031914
0.014814,0.04005,0.041893,0.043544,0.032362,0.032662,0.03237,0.031724,0.030138
0.015763,0.042762,0.044078,0.036408,0.026181,0.033528,0.030925,0.029956,0.028719
0.014396,0.04279,0.044313,0.042726,0.037048,0.032529,0.031418,0.033256,0.033034
0.017967,0.041957,0.044132,0.042172,0.035298,0.033061,0.03043,0.033286,0.03496
0.014863,0.041922,0.042866,0.040161,0.030318,0.032124,0.029352,0.031702,0.030803
0.021284,0.044074,0.045361,0.043628,0.034804,0.035343,0.038197,0.037803,0.032755
0.014054,0.040024,0.041249,0.037588,0.035758,0.036441,0.031598,0.030499,0.033305
0.018304,0.042267,0.043687,0.038721,0.031828,0.031854,0.03444,0.029239,0.033221
0.021676,0.037854,0.043616,0.044937,0.033309,0.032616,0.02972,0.029586,0.035578
0.019972,0.044625,0.046079,0.045916,0.035939,0.035717,0.033103,0.037606,0.036339
0.015063,0.042669,0.041631,0.039093,0.0326,0.034762,0.027692,0.027631,0.030789
0.014457,0.042253,0.042007,0.040916,0.032036,0.030451,0.032499,0.027933,0.034959
0.018517,0.042855,0.043926,0.041114,0.036573,0.036882,0.037281,0.034263,0.034545
0.01435,0.039682,0.045557,0.047004,0.034114,0.030916,0.035437,0.033239,0.033725
0.023526,0.043123,0.049719,0.047299,0.03872,0.040245,0.038308,0.03549,0.040975
0.020092,0.040636,0.046047,0.043011,0.033956,0.040897,0.036431,0.035807,0.03785
0.015225,0.044494,0.043464,0.039518,0.029899,0.035236,0.030342,0.032475,0.028367
0.021898,0.046489,0.048197,0.048748,0.036285,0.041006,0.037445,0.037862,0.037471
0.022614,0.040307,0.046343,0.042519,0.032399,0.036516,0.031787,0.031734,0.034963
0.020015,0.043212,0.044636,0.046928,0.036415,0.037682,0.034167,0.032615,0.036195
0.019005,0.041461,0.042426,0.041081,0.035687,0.034981,0.029701,0.03475,0.033721
0.013247,0.035086,0.040806,0.038186,0.031726,0.030084,0.029463,0.03041,0.027427
0.0118,0.040778,0.049001,0.045418,0.036878,0.036417,0.034906,0.02923,0.030311
0.014969,0.043264,0.043852,0.039774,0.030944,0.033211,0.030616,0.031104,0.030857
0.019367,0.045149,0.046115,0.043948,0.032398,0.03641,0.037077,0.032072,0.036168
0.01642,0.041618,0.040761,0.041141,0.033257,0.032721,0.031414,0.032207,0.031309
0.014497,0.039038,0.044891,0.043728,0.031286,0.03405,0.034289,0.03345,0.036638
0.018419,0.041776,0.040574,0.042185,0.029984,0.031893,0.031252,0.029624,0.032957
0.017119,0.040309,0.044162,0.043881,0.037422,0.037259,0.037258,0.035189,0.032807
0.018552,0.043703,0.044381,0.045919,0.033212,0.030128,0.028547,0.031376,0.032509
0.014809,0.042429,0.04049,0.041299,0.035475,0.033895,0.03243,0.029272,0.032476
0.01738,0.040503,0.040613,0.047419,0.033905,0.031308,0.033088,0.031864,0.033211
