4.145,3.9798,0.16519
4.1485,4.0495,0.099007
4.0258,3.9496,0.076217
4.0576,3.9482,0.10943
4.0743,3.9799,0.09445
3.9431,3.9864,-0.043351
4.0077,3.987,0.020706
4.1505,4.0686,0.081829
4.119,3.93,0.18905
4.1176,3.9508,0.16684
4.1204,3.9987,0.12174
4.0037,3.9635,0.04022
4.2283,4.0368,0.19156
3.7801,3.9502,-0.17002
4.1456,3.95,0.19559
4.0173,4.0067,0.010622
4.1117,4.0569,0.05472
4.0425,4.0222,0.020279
4.0821,4.0066,0.075507
4.0353,4.0072,0.028043
4.1373,4.0196,0.11771
4.2684,4.0966,0.17179
4.1578,3.9485,0.20928
3.9814,3.9909,-0.0095268
4.0004,3.9816,0.01888
4.0774,4.025,0.052415
4.175,4.0296,0.14543
4.1129,3.9263,0.18661
4.1868,4.0971,0.08977
4.2139,4.1148,0.099043
4.1485,4.033,0.1155
4.0709,3.982,0.088832
4.0952,3.9573,0.13791
4.1955,4.0246,0.17092
3.9288,3.9941,-0.065307
4.0827,3.9679,0.11478
4.2163,4.046,0.1703
3.9085,3.9819,-0.073409
4.1235,3.9785,0.14496
4.0949,3.9707,0.12423
3.9891,3.9299,0.059247
3.9949,3.9582,0.036718
4.1388,4.0084,0.13042
3.9986,4.0041,-0.0055111
4.0694,4.0431,0.026315
4.0706,4.0585,0.012115
4.0403,3.9537,0.086603
3.9983,3.9662,0.032098
4.0396,3.9731,0.066557
4.0487,3.9972,0.051452
3.9231,4.02,-0.09686
3.9767,3.968,0.0087576
4.0452,3.9802,0.065003
4.0114,4.0543,-0.042864
3.9757,3.8984,0.077257
4.1345,3.9538,0.18067
4.16,3.9398,0.22021
4.0279,3.9997,0.028117
4.1432,3.9992,0.14399
4.1052,4.0512,0.053972
4.1436,4.0074,0.13613
3.9628,3.9779,-0.015156
4.19,4.0731,0.11689
3.9712,3.9894,-0.018225
3.949,3.9764,-0.027457
4.1632,3.9995,0.16374
4.0892,3.9672,0.12206
4.0023,3.989,0.013251
4.1211,3.9975,0.12361
4.0332,4.0312,0.0020158
3.9394,3.9559,-0.016499
4.0549,4.0456,0.0092888
4.1771,3.9865,0.19064
4.1537,4.0616,0.092041
4.2511,4.1138,0.13735
4.0546,3.9759,0.078684
4.1351,3.9955,0.13959
4.1889,4.0073,0.18165
4.2755,4.0471,0.22842
4.0438,4.0028,0.040994
4.0789,4.0521,0.026829
4.1382,4.0012,0.13694
3.9794,4.0021,-0.022757
4.1134,4.0361,0.077362
4.2111,4.1305,0.080545
4.1502,3.9615,0.18876
3.9236,3.9143,0.0092902
4.0514,3.9933,0.058023
4.1306,4.0162,0.11437
4.0958,4.0556,0.040221
3.9523,4.0025,-0.050157
3.9974,3.9821,0.015356
3.9179,3.9628,-0.044944
4.0285,4.0127,0.015834
4.0521,3.9223,0.12973
4.0551,3.9691,0.085972
4.0957,4.0287,0.066968
4.1449,4.0464,0.098486
4.0837,4.0006,0.083065
4.0336,3.9464,0.087179
